mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,ID,iPSC-T1R1,iPSC-T1R2,iPSC-T1R3,iPSC-T2R1,iPSC-T2R2,iPSC-T2R3,m15-T1R1,m15-T1R2,m15-T1R3,m15-T2R1,m15-T2R2,m15-T2R3,mESC-T1R1,mESC-T1R2,mESC-T1R3,mESC-T2R1,mESC-T2R2,mESC-T2R3,number_of_observation_per_peak
1502.088368,1502.079552,1502.089476,211.678,208.938,213.305,583,NA,NA,NA,87497.5777,107011.7801,91725.22517,19271.42775,NA,NA,70692.89451,91678.57781,77918.99965,36162.34133,42638.38679,21211.75643,145589.7069,149242.0303,114094.6397,13
1502.123717,1502.050218,1502.140633,520.724,492.659,569.725,584,47330.62487,NA,54156.98106,51444.43154,113362.7128,103425.2466,42508.38789,NA,NA,125598.2074,126835.6505,137697.8736,NA,18126.51185,NA,127792.5684,130400.77,139578.8505,13
1516.067231,1516.062048,1516.073932,216.345,213.531,227.287,585,34892.22669,33148.44626,27595.51709,72619.23754,81858.92264,NA,32375.81074,NA,22921.60005,67079.36726,77710.47449,73400.04214,47083.54973,46547.41827,NA,94590.43545,NA,NA,13
1523.17154,1523.163951,1523.173947,501.987,500.174,506.768,586,42796.99954,NA,40451.8447,165671.6049,239539.6792,194445.7517,42833.09827,NA,NA,352358.2409,437762.9369,310182.8913,NA,44607.42062,NA,180640.9555,248718.6394,215191.7898,13
1528.136389,1528.020988,1528.144914,510.773,505.515,563.292,587,52931.73667,NA,80082.56474,126432.9165,NA,121456.3629,NA,NA,96005.54901,118584.0279,NA,139483.5029,26596.01959,125954.1934,72952.38489,143179.6364,124021.4769,89294.40641,13
1529.103709,1529.032436,1529.10867,210.81,207.483,229.556,588,12656.88626,NA,NA,NA,39799.29333,31509.7838,17784.50656,NA,NA,28593.86559,20660.06583,34481.65167,8704.928794,13494.02506,10893.024,48260.81057,50469.6857,36632.6484,13
1545.158966,1545.15164,1545.167694,497.394,486.613,513.322,589,117674.0577,NA,114879.7747,212614.7454,NA,224478.7544,116870.896,81526.30829,NA,148574.6596,323286.5275,285086.0643,NA,128027.2819,NA,233632.0377,275464.2395,234863.9953,13
1593.162255,1593.156891,1593.165687,482.986,478.677,484.468,590,110751.6374,NA,82773.93161,177641.8736,162447.9922,137189.7962,66187.85788,39832.21804,60894.80356,160388.9771,154101.9571,148251.6253,NA,NA,95833.77072,262074.4373,NA,NA,13
1599.194524,1599.091388,1599.206424,482.996,455.392,509.835,591,33171.86896,28691.97215,26896.55107,76556.36572,82225.27498,NA,NA,23411.14721,24219.0964,NA,89250.07798,87026.26982,NA,46548.16443,NA,86064.32801,57798.28274,72190.58631,13
1614.142717,1614.137133,1614.144627,463.705,449.638,466.761,592,64618.2278,NA,NA,123140.0484,129178.3948,117209.7427,NA,NA,NA,65191.90117,79278.01474,56675.43764,141932.5048,139512.3195,109383.4786,196403.0313,202994.4024,195514.7934,13
1642.171534,1642.167719,1642.172416,451.645,443.519,459.57,593,NA,54243.05697,50247.32133,167951.331,205166.6607,180990.6666,NA,NA,NA,62336.82048,NA,63557.24347,77743.699,112905.957,76713.37561,257958.6468,252505.4851,244070.0082,13
132.07716,132.0763533,132.17997,719.732,656.688,723.294,594,2113620.541,1855081.032,468904.7661,226248.5084,NA,NA,21487.10803,529869.6615,1416458.302,NA,85202.42535,NA,4174396.958,3340182.442,3898340.944,NA,NA,114983.1357,12
226.1799168,226.1796392,226.1801272,114.135,103.48,124.15,595,NA,217099.062,793067.9452,90592.93944,NA,166471.8756,246560.1642,NA,1481909.695,NA,254744.1772,238571.193,449955.6253,173241.9102,NA,91071.53681,69906.89693,NA,12
251.0363297,251.0361852,251.0365114,271.692,269.873,297.593,596,418652.3396,281901.3429,320926.7888,77208.47762,NA,NA,426043.6334,84935.95075,428696.2524,NA,282687.7733,283834.7073,786435.9303,738219.7318,756729.0449,NA,NA,NA,12
258.2786297,258.2777349,258.2788738,355.096,338.15,367.089,597,66153.20182,33366.98855,121688.1728,NA,262783.8956,50029.62798,40881.46589,21556.10942,NA,60662.97108,75087.73983,39231.66937,NA,20325.36257,NA,113674.9374,NA,NA,12
282.1417741,282.1415475,282.1551106,106.168,104.75,146.801,598,148161.1938,134052.7051,139118.9317,NA,134356.7365,78638.93643,NA,NA,NA,NA,75292.17919,63635.15099,166228.2129,NA,155664.2066,222855.3283,106888.9267,63732.76265,12
284.9726211,284.972225,284.9730468,599.192,596.753,621.375,599,801558.6584,1131235.663,1235004.469,1149094.884,NA,NA,565631.0058,432098.1817,656861.6802,1280568.258,NA,NA,648520.4478,548846.0235,550992.1408,NA,997661.0573,NA,12
289.2928382,289.2924079,289.2931251,248.8595,244.675,270.412,600,311046.8225,679531.5913,410836.3273,566946.0402,626820.7853,755217.6622,284064.0308,NA,471775.9614,483575.6084,NA,499196.8213,NA,435943.1395,NA,NA,NA,672247.3401,12
317.0789142,317.0775176,317.0794552,606.5065,603.555,609.315,601,38177.19207,28152.54169,41493.47205,NA,43607.64804,44465.78471,NA,26881.95542,NA,49924.50324,49318.18743,NA,40872.65713,44848.41375,NA,40584.69997,51309.28449,NA,12
387.2886793,387.2878806,387.2890348,104,99.65,108.129,602,188807.369,196183.2932,179964.062,295894.0424,375566.9413,276285.4385,NA,NA,NA,NA,NA,NA,403588.7458,423337.6701,368807.1444,389368.408,412924.0606,323673.3214,12
467.3323241,467.3314891,467.3334541,400.369,387.371,491.577,603,12555.66301,NA,NA,NA,29859.76714,35173.76034,32407.46016,NA,27765.40333,NA,42995.63661,34640.76482,NA,21087.3474,26428.08538,52061.44243,74022.07788,60979.33048,12
468.3885974,468.3757026,468.3899095,113.372,97.296,115.333,604,NA,NA,95517.80422,NA,259847.5934,67044.68494,67480.3793,90323.17194,95285.27716,70465.07415,93293.78553,68167.35879,NA,94026.54946,NA,131172.5656,NA,99234.20099,12
480.3082486,480.2724266,480.3088358,445.115,332.47,464.099,605,NA,NA,NA,159244.3676,NA,145647.2814,180728.7931,285087.74,236305.704,249218.5382,239525.0372,NA,20495.56091,19328.2536,NA,114436.8372,134872.4467,97652.62513,12
484.2820363,484.2811663,484.3786696,211.888,166.047,213.817,606,NA,NA,11254.7669,48865.49008,NA,46675.82786,14707.22591,NA,NA,NA,32811.5994,36656.07248,42162.80148,32731.61288,23373.62629,62972.27177,60214.18477,55825.0214,12
497.9033957,497.9025081,497.9042195,605.451,603.804,609.315,607,65856.80071,63103.32947,83141.52868,NA,72216.73435,77645.62002,60011.33829,NA,86288.69122,NA,57079.50008,69194.69726,69616.94212,75928.61024,73507.64203,NA,NA,NA,12
511.4094355,511.2798538,511.4116355,98.7105,97.11,119.326,608,280653.9209,260204.0633,216961.7887,NA,NA,89448.53177,289232.3769,270336.6715,261358.5528,123894.7549,NA,NA,297744.8064,281605.6222,355086.4447,NA,52693.10551,NA,12
515.8750097,515.873756,516.0136727,604.4415,561.861,609.315,609,2935542.14,2117132.723,NA,NA,NA,40359.79531,2794807.448,1933569.031,NA,54467.55317,48133.4706,55027.86329,3272726.017,49974.69406,2928758.776,45077.46778,NA,NA,12
516.8710991,516.8693866,517.0140266,605.549,558.434,609.726,610,634422.6418,NA,48059.04612,NA,49020.01256,56049.60434,967472.8687,490162.4494,NA,70349.76561,73524.68107,67737.19904,840901.0121,NA,599157.7766,NA,NA,52288.78803,12
523.0477313,523.0470657,523.048851,270.939,269.873,274.736,611,155311.1689,105705.2521,127869.528,NA,NA,NA,162651.367,29317.27518,140179.6266,62536.1895,93649.1347,93261.75406,285859.2313,225750.8685,261815.9218,NA,NA,NA,12
532.8460065,532.8452128,532.8472954,606.4715,604.153,609.315,612,52103.43782,NA,45046.99674,68884.99022,62818.77367,62789.12709,NA,NA,80819.55251,120389.7392,140696.8911,124528.3272,80191.68609,84873.85603,NA,59006.40713,NA,NA,12
533.3501553,533.285761,533.3876148,87.354,85.63,166.917,613,64826.54383,NA,30927.01885,75940.17705,70696.51319,81456.21479,NA,30066.34466,34792.3691,NA,103683.3943,96373.93644,NA,NA,29266.93692,108616.6675,NA,77722.19089,12
535.3996076,535.2576684,535.400928,199.661,108.833,206.252,614,NA,23466.11391,61178.83958,75010.05156,160759.6021,118154.9663,NA,NA,NA,84398.00997,146693.6432,142006.6243,12703.91913,23867.95055,NA,46664.7915,41932.82854,NA,12
547.3558988,547.3542177,547.3569733,667.8005,664.732,670.788,615,NA,27075.60981,25368.98007,NA,66018.80611,67670.51202,43596.39494,NA,NA,89741.30459,100837.2077,NA,72841.43139,59325.38487,59548.25954,114743.9457,NA,110409.0258,12
593.943069,593.9423034,593.9435804,226.5525,223.685,235.167,616,NA,70905.91729,141661.5458,116995.3453,154778.4843,172018.6989,NA,51899.10934,NA,85184.99262,193387.4587,173982.8651,NA,NA,45812.22791,65022.40871,71558.63157,NA,12
601.4390859,601.4387742,601.4404324,257.0105,252.067,263.985,617,43012.07106,72933.65697,135325.3189,138830.3507,207850.084,215727.942,NA,35870.08034,NA,140285.1827,244047.9788,229102.9153,NA,NA,NA,77841.77708,77787.84657,NA,12
601.9408279,601.9402677,601.9427669,258.017,254.431,263.911,618,24749.56057,NA,88602.56454,86581.11489,146659.1559,140289.5151,NA,25111.0963,14983.84101,86659.41628,157366.4529,151821.0023,19179.16669,NA,23172.21938,NA,NA,NA,12
613.8516404,613.8505416,613.8527792,606.5065,604.153,609.726,619,51228.35836,NA,NA,NA,NA,63831.66223,56585.35118,NA,63844.17215,84535.31097,91063.41926,90452.61674,55905.6356,56547.05823,NA,58188.33965,70048.66345,68681.18545,12
616.4580168,616.4572792,616.4592719,247.002,241.836,254.824,620,24316.11497,39465.42436,65363.17061,NA,NA,139563.586,NA,NA,NA,72807.26411,156575.7252,137686.7007,13297.61476,NA,19497.11568,56284.32045,63364.70805,31269.04803,12
630.8232047,630.8224168,630.824353,606.277,604.153,609.726,621,NA,NA,64986.57795,110430.5772,NA,102015.5878,96957.81795,75431.60212,119381.8246,209394.7845,242035.4975,230011.4922,NA,127151.9795,107465.1571,NA,NA,105138.7456,12
638.4709021,638.4699107,638.4724197,271.899,264.686,277.026,622,NA,38865.82871,67521.3206,106303.8834,123832.4294,152846.3874,NA,NA,13534.82348,77014.6679,174693.4862,146898.8648,NA,28923.74693,NA,58777.4993,63421.56576,NA,12
645.4648763,645.4639303,645.4666431,308.3795,299.769,315.73,623,NA,54330.34358,129491.8756,143334.8754,194899.3941,217271.7526,NA,NA,NA,132778.6167,222712.8299,225281.9234,33982.14996,NA,NA,77529.70422,71629.56732,51814.2395,12
667.4777102,667.4771813,667.4806718,337.058,329.552,344.413,624,NA,NA,NA,109859.7211,171787.6767,196202.1604,NA,32543.04919,NA,122813.0019,218092.0026,185038.2349,29749.74922,NA,30596.02546,70956.19618,74255.57747,48075.35633,12
668.4642791,668.4636462,668.4646949,224.348,220.143,225.927,625,65648.52422,74134.62981,82196.96148,116943.7478,112675.8743,109567.8949,NA,NA,NA,NA,NA,NA,163280.77,162482.7222,145771.6586,265557.0698,287658.1514,270717.6267,12
686.4403417,686.438379,686.5583031,98.218,96.699,113.71,626,166366.1493,149159.9838,19943.42528,NA,404573.3504,414173.015,155512.2629,NA,167372.1517,571312.3765,NA,454748.2746,114575.1945,119805.3866,NA,NA,NA,372152.6302,12
688.3945544,688.393857,688.3963253,616.02,611.57,618.456,627,NA,29156.01522,NA,74502.07332,58396.46456,109085.6361,NA,NA,47393.90846,128940.2573,215630.0246,130013.6865,NA,NA,20605.01155,37584.9201,36957.57083,41785.01184,12
688.5196372,688.5173517,688.520645,140.234,137.149,145.033,628,23454.08703,NA,20933.05946,56062.34077,105793.7929,NA,27304.96451,NA,18869.93751,36429.84922,43527.13762,45280.02066,NA,11777.12746,NA,60847.26077,NA,123169.9998,12
692.5137492,692.4079357,692.5181599,239.67,219.242,309.656,629,20757.7682,NA,NA,35478.63534,NA,31276.13947,27948.21367,NA,22418.24561,48306.089,NA,42836.6895,NA,19468.74561,18688.7626,39611.45771,52389.97912,48018.25239,12
704.0080706,704.0075325,704.0088684,356.8665,348.333,364.613,630,NA,59924.13325,138470.1718,206564.3694,226872.3713,296280.5333,NA,29153.57744,41776.22836,156488.9365,333494.2501,281288.6369,NA,NA,NA,117774.2975,141992.8744,NA,12
710.5114533,710.4763563,710.5123469,217.642,214.776,239.107,631,NA,32488.2368,25074.15535,56455.99453,51324.59138,NA,12490.52104,NA,NA,30909.94414,14592.23664,NA,42563.33866,48673.84463,NA,72554.90154,83145.62458,74640.19881,12
711.5051884,711.5035202,711.5150688,411.3285,403.357,481.908,632,NA,14228.81011,68533.31577,81011.61422,NA,128007.2258,NA,NA,NA,78547.63866,143460.218,121297.5059,NA,49130.3186,22182.54965,73852.32565,80970.96933,77499.06924,12
714.5193884,714.5038857,714.5424283,226.733,218.49,239.899,633,13518.60257,NA,NA,NA,40596.39315,NA,45386.13785,NA,46490.934,44826.06453,84779.6855,47986.77194,17388.56766,NA,18265.34683,37388.79421,47513.73236,47811.71392,12
719.5684694,719.5673304,719.5696611,654.116,650.781,654.932,634,208410.2598,155407.0851,199708.5025,95064.46305,NA,111224.8823,186443.2332,NA,138294.2089,NA,NA,36041.73172,116776.1187,155257.8729,122352.515,35625.4804,NA,NA,12
720.5720448,720.5699241,720.5731418,653.1675,651.128,655.226,635,85083.75183,72155.77212,86782.40371,41975.19636,44345.84364,NA,75518.68075,NA,53078.47345,NA,NA,NA,52249.46075,63833.3619,41312.15088,NA,44764.32482,30513.20916,12
726.5058425,726.5052827,726.5066777,548.5925,539.243,552.862,636,NA,NA,NA,357097.4368,312111.5456,332033.3794,114557.1818,NA,193004.0366,442861.0573,489168.852,438455.4901,NA,233065.0084,NA,350627.1527,382303.2452,387038.2164,12
727.563399,727.5610472,727.5718197,643.376,633.347,646.806,637,211561.0786,163185.1272,47585.71641,149560.8858,NA,NA,254004.4342,58752.71366,NA,NA,NA,23765.41552,272550.0437,NA,41716.54296,131546.1223,119839.1844,242333.5136,12
737.5297308,737.5123599,737.5308361,212.451,113.04,224.679,638,27457.44627,34601.99728,NA,NA,59413.95479,51230.38411,NA,NA,7413.017567,NA,38314.79313,54713.187,37617.95803,50380.16645,NA,75318.62933,83089.95202,72058.93041,12
742.5335045,742.5315261,742.5347704,645.008,641.628,646.43,639,108071.4545,NA,89235.05584,145727.5306,158402.4902,157641.6722,NA,12660.88959,NA,NA,113399.4534,130782.5794,NA,225657.8634,153385.7353,NA,337529.1002,257953.4088,12
748.0341475,748.0330968,748.0372543,431.874,427.505,443.278,640,NA,36574.20552,80374.76728,118987.2301,125555.8521,163223.9224,NA,7976.085272,NA,90363.9654,183758.7622,162480.8781,NA,30980.01025,NA,NA,78952.04985,44316.10839,12
766.5303808,766.5263945,766.5363766,142.166,119.566,143.834,641,40026.07867,NA,46432.79454,50806.8444,95159.23714,64186.09261,NA,NA,NA,NA,46011.40538,38621.77749,107599.193,28941.67628,NA,155633.0544,64752.07076,125878.4868,12
773.5478834,773.5224932,773.5511807,593.072,586.851,611.83,642,66124.00568,60010.66185,17107.51662,NA,35018.17815,NA,40018.77417,NA,NA,57642.31628,70039.37544,63242.85173,116408.9879,79449.01307,NA,NA,39061.66566,25681.4159,12
791.8329199,791.830673,791.8346858,606.277,605.064,608.88,643,29507.80992,NA,33527.90548,50605.16086,38448.80281,NA,33321.13004,NA,43911.67764,58541.232,52941.30223,56262.97394,41662.25576,NA,37692.12378,NA,59832.49985,NA,12
792.5883939,792.5808176,792.5896893,436.8245,424.511,478.045,644,694653.1778,NA,111570.6926,850590.6777,912040.6633,815260.6008,NA,NA,NA,442729.8948,NA,385684.6038,1518913.824,NA,1047776.684,1646476.277,1839980.501,1671651.178,12
799.5434659,799.541567,799.667495,612.8015,586.457,634.314,645,116418.1189,171361.6615,56857.89478,NA,114173.3561,130409.0658,156597.6275,94716.04269,181986.1035,NA,221366.9838,181691.3687,NA,155007.3788,NA,128226.4014,NA,NA,12
799.6071682,799.5449264,799.6174826,476.532,457.839,510.035,646,76970.95308,68593.328,NA,261760.0094,NA,206800.7293,107886.8801,83033.49392,49981.28722,220486.788,266631.118,186414.1472,NA,162604.2701,140950.886,NA,NA,NA,12
805.5473277,805.5428575,805.552872,628.2155,609.101,648.016,647,13675.25211,NA,NA,64160.62545,29315.46155,32989.65815,NA,NA,36591.87041,NA,NA,45108.60174,109856.1443,115561.3212,73323.6377,86393.49693,84650.66248,82658.88031,12
805.540042,805.532591,805.5522156,110.6345,106.623,124.965,648,51465.47259,NA,44750.77941,97745.27155,63107.03992,101865.0667,51982.73657,NA,31721.16924,NA,NA,NA,16130.59856,35137.87251,NA,111266.1259,137474.9411,115364.1607,12
823.6230832,823.5656862,823.6292254,457.803,443.253,490.433,649,NA,30122.65437,58747.29396,107473.7945,107959.8436,92252.06645,27414.88073,NA,NA,NA,NA,92348.43206,57899.72487,NA,48084.25342,136924.1143,132143.369,146515.0251,12
827.6063159,827.5215406,827.6094761,217.896,105.114,267.486,650,44511.69171,33836.65339,38400.06657,NA,46759.10767,NA,NA,4198.58262,NA,NA,34660.64916,NA,42032.12528,48262.09109,37754.0418,57025.37318,83213.06236,54633.83632,12
831.5675827,831.4957182,831.5705442,603.555,566.993,607.61,651,49938.81259,46153.52675,43003.91019,NA,NA,49170.80219,72021.81144,57266.86925,38025.57722,NA,16890.37153,NA,81632.34412,65651.01282,NA,55428.78381,58548.1827,NA,12
838.5649515,838.5518449,838.5781343,585.766,548.077,595.891,652,123179.4695,207246.1119,156217.34,388936.0744,364139.2336,NA,NA,NA,198330.7845,NA,NA,NA,514563.9282,236801.1047,134726.8627,361624.908,376283.7992,115711.9016,12
844.518282,844.5170776,844.519519,105.1155,100.93,108.129,653,NA,NA,73821.37819,133686.8392,159173.7468,134294.2577,NA,36022.84804,42671.33954,NA,58797.45365,49145.29419,178922.051,NA,147544.0617,112362.1044,164504.2102,NA,12
856.8589687,856.8561337,856.85982,606.3385,603.555,609.315,654,44382.69474,45988.55039,59271.00623,113142.287,98554.70208,109772.6187,NA,NA,52181.19516,78083.19566,NA,82952.15491,NA,NA,NA,101907.2446,142431.911,111205.6162,12
886.5537834,886.5139275,886.6290534,463.135,420.075,484.094,655,31668.35888,21646.35024,31915.09824,70984.87361,NA,84001.89051,11022.35495,NA,NA,55974.72508,NA,NA,NA,64287.06632,55889.22308,102498.2276,86096.75333,94176.14293,12
887.56262,887.5611558,887.5642872,155.063,114.999,157.042,656,NA,134516.3193,130521.8954,132646.2093,107361.1713,124185.9505,NA,NA,92076.28631,83985.0136,64598.02664,74172.63181,NA,NA,NA,124133.1376,373603.098,189199.2916,12
889.49887,889.4966267,889.5714835,102.861,98.38,157.206,657,125699.9588,NA,101533.1973,222307.3987,229458.0083,203763.9833,NA,NA,NA,11395.32671,NA,NA,270699.1312,250727.5002,237369.7554,325597.4647,393367.6192,314050.266,12
908.5333267,908.5323714,908.5346435,155.2115,146.345,157.354,658,NA,NA,45609.21855,96418.08957,83265.21974,98404.01958,85955.68387,NA,NA,115379.656,128145.264,117677.0703,59033.71448,NA,NA,109807.1216,183053.5324,122230.0275,12
917.6668471,917.5692933,917.6683288,631,592.462,632.784,659,17693.19935,NA,21045.65716,43631.36304,NA,55746.50014,19207.30918,NA,20329.8558,NA,NA,25951.24874,NA,14883.41188,13216.57798,28511.48952,109045.7882,59282.58037,12
918.5775055,918.5396205,918.6721948,588.6765,517.462,632.793,660,14709.59081,61917.36471,55572.48135,29279.87339,17531.11149,NA,15000.26759,NA,213984.3478,NA,NA,NA,391784.5655,148267.7587,74470.54914,NA,54470.49786,19219.63096,12
931.5265149,931.5255606,931.5285139,152.304,147.643,157.042,661,118328.6498,NA,83830.35515,84910.11685,57540.54577,NA,80866.89463,NA,56323.20977,58188.62476,52390.34193,NA,NA,109415.2777,97561.94329,83654.42118,NA,90679.1931,12
986.78376,986.7821367,986.7852715,606.277,604.153,609.315,662,NA,NA,55810.6203,117064.2223,NA,111188.2574,65289.05842,46877.09641,87334.45778,NA,135150.8333,137705.4603,81122.21481,77980.43526,NA,106104.5101,124869.3777,NA,12
993.7479013,993.7467814,993.7491856,170.593,168.846,178.221,663,NA,NA,94363.27604,101590.9603,205962.6514,160136.8453,NA,NA,NA,87376.1284,193521.1488,172726.6091,14822.66166,30725.04146,NA,61333.6122,67982.29432,37295.3418,12
1161.346499,1161.345134,1161.350801,504.1745,499.146,509.283,664,68742.76273,83773.97361,44692.24346,NA,62729.60728,69284.26044,70266.08628,58872.34357,NA,61713.70357,54966.77797,56391.73076,115584.4313,NA,NA,NA,NA,60183.83585,12
1169.852405,1169.84775,1169.853906,226.171,223.685,235.167,665,NA,28738.18961,34191.59348,105847.0143,148987.0822,159052.8574,NA,NA,NA,82577.07774,180868.4977,168962.8832,12183.53265,NA,12390.58159,60119.77496,63874.19632,NA,12
1175.862818,1175.860514,1175.866046,495.3635,493.278,500.152,666,44063.74783,NA,35893.46074,33758.03103,NA,33905.39526,NA,32032.59711,72401.8306,28178.53551,NA,NA,68741.215,36396.93025,43375.09739,35812.35616,NA,27054.79931,12
1195.819644,1195.818505,1195.900145,95.504,93.63,156.794,667,NA,26875.38349,8127.149579,98461.3997,106101.574,95604.79255,20744.03437,NA,27857.07222,NA,168405.6739,131075.9824,NA,NA,NA,108313.5838,75445.3043,56719.25178,12
1202.885335,1202.882421,1202.887244,482.99,480.999,485.738,668,NA,NA,27400.82364,NA,62081.39502,69125.62773,78067.18388,31800.77998,46463.77438,65569.76765,73385.52617,80632.05879,NA,NA,NA,46894.96264,44479.10019,49604.90941,12
1213.879528,1213.877331,1213.880431,245.599,241.836,255.122,669,11799.65502,NA,24673.92512,77497.40623,93960.7301,111684.4062,NA,NA,NA,55411.41584,140176.6375,118752.2116,NA,NA,9817.214633,39187.20164,47792.11836,24871.38165,12
1256.901929,1256.90017,1256.902477,271.3065,264.686,275.843,670,NA,NA,45895.6498,81126.01185,99378.17764,118781.503,NA,NA,8202.964157,63667.38204,147584.3294,125213.2632,NA,NA,12429.68215,44764.9545,50872.09218,23896.43667,12
1448.045484,1448.043255,1448.09323,214.6815,211.847,232.455,671,12466.25102,11488.48605,NA,37628.51619,54310.83278,NA,NA,NA,13282.14032,26222.14424,NA,25180.64243,16426.87739,NA,12342.50417,68837.33451,72647.48142,53837.9836,12
1476.072908,1476.068901,1476.074352,213.539,210.382,215.467,672,19989.15737,22403.15237,NA,68265.02463,78450.00524,70769.431,NA,NA,NA,NA,57286.36569,47532.63153,32406.21769,34583.40419,NA,94229.14127,119322.3513,82341.19524,12
1477.077246,1477.068837,1477.079402,213.908,211.114,220.837,673,NA,NA,NA,39464.63697,48911.52607,41465.98015,NA,NA,8765.512489,34468.79664,NA,37223.26181,15824.77272,16117.44332,14945.12673,63729.73443,72764.79641,52525.22163,12
1498.060425,1498.052735,1498.10238,211.969,208.938,225.916,674,22022.86013,NA,NA,61298.65962,70190.31143,66103.06992,NA,NA,NA,48256.42955,58098.62881,48705.75464,36967.67776,NA,27684.55166,96734.45643,101378.6032,86323.4186,12
1506.156516,1506.035717,1506.169718,507.412,500.82,564.58,675,NA,5880.919715,35452.81332,118992.7486,117316.9468,101837.2855,NA,NA,NA,200752.3624,68492.55474,197820.2771,NA,45548.13091,NA,90203.76584,203869.7187,103470.9421,12
1513.101515,1513.027385,1513.106249,510.827,497.981,571.239,676,54367.11427,20029.99581,NA,112446.9278,NA,NA,52327.08825,19824.70907,NA,84773.49008,88710.14634,79509.07257,NA,68019.94251,NA,117598.1138,89030.41281,94911.07446,12
1520.093736,1520.046564,1520.098599,218.2895,209.394,220.727,677,8080.632708,20178.37774,23042.66907,43096.54321,NA,45648.43844,19941.89425,NA,NA,43019.71991,56694.87936,NA,17176.25242,NA,NA,72664.77234,83403.32802,62898.02986,12
1526.089101,1526.046936,1526.091488,209.401,207.385,224.628,678,19415.85579,NA,NA,NA,56237.21131,64176.55987,NA,NA,11663.20201,52443.77786,72663.77991,61532.01528,26821.12221,25739.52254,NA,96114.98616,91247.46483,76622.5694,12
1532.065464,1532.05179,1532.08208,222.765,210.606,227.24,679,NA,19637.05341,14145.63666,41857.35853,41448.48303,38987.57325,NA,NA,30775.93353,NA,57576.68895,NA,20593.03574,14504.93375,NA,46295.48007,68170.9732,41617.99955,12
1532.166316,1532.150787,1532.186094,496.582,480.168,505.515,680,20452.20569,NA,NA,90898.61455,80153.46683,77979.03717,37491.85585,11509.76961,NA,160944.124,184899.9323,128782.8248,NA,16152.65206,NA,85172.17043,NA,74337.17234,12
1541.072195,1541.064319,1541.077225,215.354,212.634,216.956,681,20985.69879,NA,22552.69421,41684.54898,40726.07568,33283.27337,21964.20692,NA,NA,NA,39304.48441,38708.2123,27763.06753,31186.2995,NA,50522.83066,51686.16482,NA,12
1555.153902,1555.143261,1555.178969,494.187,476.022,500.51,682,21798.01019,NA,35083.41439,52888.88586,45006.80535,NA,39124.76848,21085.2508,8046.934677,59482.36273,NA,43734.22222,NA,29111.97393,NA,51886.69623,49424.03329,NA,12
1556.155819,1556.107956,1556.179914,496.744,476.638,533.564,683,36952.8944,43288.08595,50265.27782,47174.94834,NA,50096.74945,NA,34979.1763,75056.15601,30166.6625,39168.32014,55295.69013,NA,26849.11928,NA,NA,NA,48211.17226,12
1558.1786,1558.101351,1558.189015,488.882,484.538,518.077,684,14155.31119,NA,7584.358033,NA,51996.97316,43319.95742,NA,NA,19000.24743,87285.18691,107137.024,74492.65876,13668.00358,NA,14529.856,NA,49776.04368,48172.43257,12
1580.165758,1580.00076,1580.175641,488.193,476.745,568.517,685,NA,NA,31136.06595,39680.89619,NA,47421.74916,23766.08306,21833.76427,41579.67402,61175.17247,79543.97527,67497.16489,NA,7163.171375,NA,65500.76517,44632.06533,NA,12
1581.165516,1581.046165,1581.17316,488.7235,483.508,569.003,686,NA,495399.8056,NA,54940.77223,52673.39265,NA,445764.1023,311520.984,NA,70528.33494,63083.50633,57586.63741,504169.6767,4583.661443,NA,55604.65588,39940.96612,NA,12
1582.17491,1582.116444,1582.183038,486.939,481.301,510.545,687,5187.385492,27783.11194,29698.46835,59341.91849,61162.19733,NA,NA,28277.89199,47494.93198,64197.22593,59885.28956,41184.1058,NA,NA,NA,NA,55579.57945,50054.76308,12
1592.158461,1592.116757,1592.163344,482.833,479.24,510.491,688,112730.8547,NA,105898.1488,216547.5428,185187.72,NA,68363.92105,46702.08903,NA,146110.1548,134372.5644,156207.3752,NA,192594.9412,NA,314197.3987,NA,313860.8241,12
1612.129346,1612.106083,1612.175759,462.922,457.341,501.857,689,9267.405244,NA,8116.108954,68008.32451,64629.20921,NA,11025.66973,NA,NA,39798.49268,NA,27609.69531,NA,98785.54698,83189.93782,98916.01664,107279.2592,96327.58862,12
137.9434012,137.9432156,138.0743403,605.353,602.922,689.648,690,121594.3622,76237.10585,112656.1371,NA,NA,NA,102390.1122,114442.5466,102766.2986,61080.61823,70561.61248,NA,66948.3706,124272.0711,128127.4117,NA,NA,NA,11
162.1121162,162.1108463,162.1123111,806.687,802.663,815.474,691,250761.8861,NA,284962.1252,NA,NA,NA,415920.8463,166106.4541,465313.4239,131948.8801,149124.9679,NA,501092.9729,561694.7067,484069.8564,NA,NA,64289.08242,11
195.2471124,195.2468874,195.2475241,148.922,144.281,150.198,692,62484.76019,155287.9768,153514.5811,NA,NA,39757.50127,76326.73358,67525.40634,102621.0395,15867.32793,NA,NA,143358.7813,147798.2433,103748.4469,NA,NA,NA,11
212.1488749,212.1130162,212.1635118,148.9485,119.566,189.182,693,181499.5172,333167.4807,327040.7316,NA,NA,73573.66184,199003.5971,194159.0121,255894.2531,NA,52746.8448,NA,311627.8799,329972.0758,267351.2977,NA,NA,NA,11
